sep=,
2024-01-28 14:05:07,1119
2024-01-28 14:09:21,1115
2024-01-28 14:13:36,1117
2024-01-28 14:15:43,1107
2024-01-28 14:17:50,1111
2024-01-28 14:19:57,1120
2024-01-28 14:22:04,1128
2024-01-28 14:26:18,1038
2024-01-28 14:28:25,963
2024-01-28 14:30:32,951
2024-01-28 14:32:39,963
2024-01-28 14:34:46,980
2024-01-28 14:36:53,979
2024-01-28 14:41:07,955
2024-01-28 14:43:14,995
2024-01-28 14:47:28,1020
2024-01-28 14:49:35,1027
2024-01-28 14:51:40,1032
2024-01-28 14:53:47,1037
2024-01-28 14:55:54,1042
2024-01-28 14:58:01,1051
2024-01-28 15:00:08,1059
2024-01-28 15:02:15,1062
2024-01-28 15:04:22,1061
2024-01-28 15:06:30,1051
2024-01-28 15:10:43,1064
2024-01-28 15:12:50,1075
2024-01-28 15:14:57,1079
2024-01-28 15:17:04,1075
2024-01-28 15:21:19,1067
2024-01-28 15:23:26,1059
2024-01-28 15:25:33,1055
2024-01-28 15:29:47,1066
2024-01-28 15:31:54,1065
2024-01-28 15:34:01,1023
2024-01-28 15:36:08,987
2024-01-28 15:40:22,1001
2024-01-28 15:42:29,953
2024-01-28 15:44:36,908
2024-01-28 15:48:50,928
2024-01-28 15:50:57,934
2024-01-28 15:53:04,940
2024-01-28 15:55:11,958
2024-01-28 15:57:18,962
2024-01-28 15:59:25,955
2024-01-28 16:01:32,977
2024-01-28 16:05:46,1000
2024-01-28 16:07:53,996
2024-01-28 16:10:00,990
2024-01-28 16:14:14,874
2024-01-28 16:16:21,872
2024-01-28 16:18:28,880
2024-01-28 16:20:35,893
2024-01-28 16:22:42,890
2024-01-28 16:26:56,875
2024-01-28 16:29:04,892
2024-01-28 16:31:11,903
2024-01-28 16:35:25,920
2024-01-28 16:37:32,923
2024-01-28 16:39:39,924
2024-01-28 16:41:46,928
2024-01-28 16:43:53,935
2024-01-28 16:46:00,938
2024-01-28 16:48:07,942
2024-01-28 16:50:14,951
2024-01-28 16:56:35,954
2024-01-28 16:58:42,964
2024-01-28 17:00:49,967
2024-01-28 17:02:56,971
2024-01-28 17:07:10,922
2024-01-28 17:09:17,893
2024-01-28 17:11:24,847
2024-01-28 17:13:31,844
2024-01-28 17:17:45,870
2024-01-28 17:19:52,871
2024-01-28 17:21:59,868
2024-01-28 17:24:06,852
2024-01-28 17:26:13,826
2024-01-28 17:28:20,866
2024-01-28 17:30:27,882
2024-01-28 17:32:34,887
2024-01-28 17:34:42,893
2024-01-28 17:38:56,915
2024-01-28 17:41:03,935
2024-01-28 17:45:17,950
2024-01-28 17:47:24,951
2024-01-28 17:49:31,951
2024-01-28 17:51:38,942
2024-01-28 17:53:45,957
2024-01-28 17:55:52,973
2024-01-28 17:57:59,985
2024-01-28 18:00:06,967
2024-01-28 18:02:13,945
2024-01-28 18:08:34,838
2024-01-28 18:10:41,819
2024-01-28 18:14:55,808
2024-01-28 18:17:02,814
2024-01-28 18:19:09,818
2024-01-28 18:21:16,822
2024-01-28 18:25:30,829
2024-01-28 18:27:37,830
2024-01-28 18:29:44,831
2024-01-28 18:33:58,839
2024-01-28 18:38:12,838
2024-01-28 18:40:19,837
2024-01-28 18:42:26,841
2024-01-28 18:46:40,849
2024-01-28 18:48:47,847
2024-01-28 18:50:54,849
2024-01-28 18:53:01,847
2024-01-28 18:55:09,856
2024-01-28 18:57:16,856
2024-01-28 18:59:23,860
2024-01-28 19:01:30,860
2024-01-28 19:03:37,865
2024-01-28 19:07:51,869
2024-01-28 19:09:58,879
2024-01-28 19:12:05,883
2024-01-28 19:14:12,889
2024-01-28 19:16:19,899
2024-01-28 19:18:26,894
2024-01-28 19:20:33,896
2024-01-28 19:22:40,891
2024-01-28 19:24:47,897
2024-01-28 19:26:54,893
2024-01-28 19:29:01,891
2024-01-28 19:31:08,894
2024-01-28 19:35:22,902
2024-01-28 19:37:29,905
2024-01-28 19:41:43,910
2024-01-28 19:43:50,909
2024-01-28 19:48:04,907
2024-01-28 19:50:11,906
2024-01-28 19:52:18,908
2024-01-28 19:54:25,914
2024-01-28 19:56:32,926
2024-01-28 20:00:46,921
2024-01-28 20:02:53,859
2024-01-28 20:05:01,862
2024-01-28 20:07:08,882
2024-01-28 20:09:15,921
2024-01-28 20:11:22,937
2024-01-28 20:13:29,949
2024-01-28 20:15:36,967
2024-01-28 20:17:43,978
2024-01-28 20:21:57,994
2024-01-28 20:26:11,1013
2024-01-28 20:28:18,1020
2024-01-28 20:30:25,1016
2024-01-28 20:32:32,1024
2024-01-28 20:34:39,1033
2024-01-28 20:36:46,1050
2024-01-28 20:38:53,1071
2024-01-28 20:41:00,1081
2024-01-28 20:53:42,1019
2024-01-28 20:55:49,1077
2024-01-28 21:00:03,1103
2024-01-28 21:02:10,1107
2024-01-28 21:06:24,1125
2024-01-28 21:10:38,1137
2024-01-28 21:12:45,1132
2024-01-28 21:14:52,1135
2024-01-28 21:21:14,1148
2024-01-28 21:23:21,1140
2024-01-28 21:27:35,1150
2024-01-28 21:29:42,1153
2024-01-28 21:36:03,1158
2024-01-28 21:38:10,1153
2024-01-28 21:40:17,1083
2024-01-28 21:46:38,984
2024-01-28 21:48:45,1063
2024-01-28 21:50:52,1055
2024-01-28 21:52:59,1036
2024-01-28 21:55:06,1002
2024-01-28 21:57:11,976
2024-01-28 21:59:18,982
2024-01-28 22:01:25,999
2024-01-28 22:03:32,1011
2024-01-28 22:05:39,1016
2024-01-28 22:07:46,1024
2024-01-28 22:09:53,1030
2024-01-28 22:14:07,1030
2024-01-28 22:16:14,1041
2024-01-28 22:18:21,1058
2024-01-28 22:22:36,1076
2024-01-28 22:24:43,1078
2024-01-28 22:28:57,1084
2024-01-28 22:31:04,1090
2024-01-28 22:35:18,1086
2024-01-28 22:37:25,1084
2024-01-28 22:39:32,1084
2024-01-28 22:41:39,1080
2024-01-28 22:45:53,1084
2024-01-28 22:54:21,1081
2024-01-28 22:56:28,1080
2024-01-28 23:00:42,1047
2024-01-28 23:02:49,1052
2024-01-28 23:04:56,1025
2024-01-28 23:15:31,962
2024-01-28 23:17:38,968
2024-01-28 23:19:45,971
2024-01-28 23:26:06,957
2024-01-28 23:28:13,977
2024-01-28 23:30:20,987
2024-01-28 23:45:10,991
2024-01-28 23:49:24,992
2024-01-28 23:51:31,999
2024-01-28 23:57:52,1001
2024-01-28 23:59:59,996
2024-01-29 00:02:06,998
2024-01-29 00:06:20,992
2024-01-29 00:16:55,979
2024-01-29 00:21:09,884
2024-01-29 00:23:16,886
2024-01-29 00:25:23,860
2024-01-29 00:27:30,821
2024-01-29 00:31:44,817
2024-01-29 00:33:52,823
2024-01-29 00:35:58,837
2024-01-29 00:38:05,837
2024-01-29 00:40:12,840
2024-01-29 00:44:26,862
2024-01-29 00:46:34,872
2024-01-29 00:55:02,885
2024-01-29 00:57:09,887
2024-01-29 00:59:16,894
2024-01-29 01:01:23,900
2024-01-29 01:03:30,909
2024-01-29 01:05:37,904
2024-01-29 01:11:58,911
2024-01-29 01:18:19,906
2024-01-29 01:24:40,806
2024-01-29 01:26:47,809
2024-01-29 01:35:15,850
2024-01-29 01:39:29,857
2024-01-29 01:41:36,859
2024-01-29 01:43:43,864
2024-01-29 01:45:50,859
2024-01-29 01:47:57,874
2024-01-29 01:50:04,876
2024-01-29 01:52:11,885
2024-01-29 01:54:18,884
2024-01-29 02:00:40,880
2024-01-29 02:02:47,833
2024-01-29 02:04:54,810
2024-01-29 02:09:08,1143
2024-01-29 02:15:29,1170
2024-01-29 02:17:36,1179
2024-01-29 02:21:50,1168
2024-01-29 02:26:04,1153
2024-01-29 02:28:11,1153
2024-01-29 02:30:18,1147
2024-01-29 02:34:32,1142
2024-01-29 02:36:39,1131
2024-01-29 02:38:46,1130
2024-01-29 02:40:53,1122
2024-01-29 02:43:00,1120
2024-01-29 02:45:07,1129
2024-01-29 02:47:14,1126
2024-01-29 02:49:21,1121
2024-01-29 02:51:28,1119
2024-01-29 02:55:42,1107
2024-01-29 02:59:56,1110
2024-01-29 03:04:11,1038
2024-01-29 03:06:18,947
2024-01-29 03:08:25,940
2024-01-29 03:10:32,940
2024-01-29 03:12:39,956
2024-01-29 03:14:46,962
2024-01-29 03:16:53,968
2024-01-29 03:19:00,977
2024-01-29 03:23:14,987
2024-01-29 03:25:21,967
2024-01-29 03:31:42,895
2024-01-29 03:38:03,885
2024-01-29 03:44:24,863
2024-01-29 03:46:31,859
2024-01-29 03:48:38,855
2024-01-29 03:50:45,853
2024-01-29 03:52:52,851
2024-01-29 03:54:59,843
2024-01-29 03:57:06,840
2024-01-29 03:59:13,840
2024-01-29 04:01:20,840
2024-01-29 04:03:27,835
2024-01-29 04:05:34,836
2024-01-29 04:07:41,833
2024-01-29 04:11:55,826
2024-01-29 04:14:02,830
2024-01-29 04:18:17,818
2024-01-29 04:20:24,816
2024-01-29 04:22:31,823
2024-01-29 04:30:59,813
2024-01-29 04:33:06,806
2024-01-29 04:39:27,796
2024-01-29 04:41:34,801
2024-01-29 04:43:41,802
2024-01-29 04:52:09,795
2024-01-29 04:58:30,801
2024-01-29 05:00:37,802
2024-01-29 05:04:49,797
2024-01-29 05:06:56,791
2024-01-29 05:11:10,789
2024-01-29 05:17:31,785
2024-01-29 05:19:38,784
2024-01-29 05:21:46,785
2024-01-29 05:26:00,786
2024-01-29 05:28:07,774
2024-01-29 05:30:14,772
2024-01-29 05:36:35,775
2024-01-29 05:45:03,778
2024-01-29 05:51:24,774
2024-01-29 05:53:31,768
2024-01-29 05:55:38,775
2024-01-29 05:59:52,767
2024-01-29 06:01:59,765
2024-01-29 06:04:06,765
2024-01-29 06:06:13,765
2024-01-29 06:08:20,761
2024-01-29 06:10:27,756
2024-01-29 06:14:41,755
2024-01-29 06:18:55,757
2024-01-29 06:31:37,754
2024-01-29 06:33:45,765
2024-01-29 06:37:59,771
2024-01-29 06:40:06,770
2024-01-29 06:42:13,766
2024-01-29 06:44:20,762
2024-01-29 06:48:34,762
2024-01-29 06:50:41,761
2024-01-29 06:52:48,759
2024-01-29 06:57:02,760
2024-01-29 06:59:09,757
2024-01-29 07:01:16,759
2024-01-29 07:07:37,766
2024-01-29 07:09:44,765
2024-01-29 07:11:51,767
2024-01-29 07:13:58,772
2024-01-29 07:20:19,765
2024-01-29 07:22:26,768
2024-01-29 07:26:40,766
2024-01-29 07:28:47,765
2024-01-29 07:30:54,759
2024-01-29 07:35:08,768
2024-01-29 07:37:15,769
2024-01-29 07:39:22,772
2024-01-29 07:41:29,771
2024-01-29 07:43:36,773
2024-01-29 07:45:44,782
2024-01-29 07:47:51,784
2024-01-29 07:49:58,785
2024-01-29 07:52:05,782
2024-01-29 07:54:12,808
2024-01-29 07:56:19,829
2024-01-29 07:58:26,813
2024-01-29 08:00:33,803
2024-01-29 08:02:40,773
2024-01-29 08:04:47,763
2024-01-29 08:06:54,779
2024-01-29 08:09:01,808
2024-01-29 08:11:08,826
2024-01-29 08:13:15,851
2024-01-29 08:15:22,871
2024-01-29 08:17:29,905
2024-01-29 08:19:36,929
2024-01-29 08:21:43,941
2024-01-29 08:23:50,910
2024-01-29 08:25:57,789
2024-01-29 08:28:04,779
2024-01-29 08:30:11,778
2024-01-29 08:32:18,795
2024-01-29 08:34:25,801
2024-01-29 08:36:32,805
2024-01-29 08:38:39,805
2024-01-29 08:40:46,808
2024-01-29 08:42:53,809
2024-01-29 08:45:00,810
2024-01-29 08:47:07,817
2024-01-29 08:49:14,815
2024-01-29 08:51:21,816
2024-01-29 08:53:28,812
2024-01-29 08:55:35,808
2024-01-29 08:57:43,807
2024-01-29 08:59:50,807
2024-01-29 09:01:57,803
2024-01-29 09:04:04,801
2024-01-29 09:06:11,799
2024-01-29 09:08:18,800
2024-01-29 09:10:25,802
2024-01-29 09:12:32,809
2024-01-29 09:14:39,810
2024-01-29 09:16:46,809
2024-01-29 09:18:53,804
2024-01-29 09:21:00,802
2024-01-29 09:23:07,797
2024-01-29 09:25:14,799
2024-01-29 09:27:21,801
2024-01-29 09:29:28,804
2024-01-29 09:31:35,801
2024-01-29 09:33:42,798
2024-01-29 09:35:49,795
2024-01-29 09:37:56,795
2024-01-29 09:40:03,791
2024-01-29 09:42:10,787
2024-01-29 09:44:17,789
2024-01-29 09:46:24,793
2024-01-29 09:48:31,797
2024-01-29 09:50:38,798
2024-01-29 09:52:45,796
2024-01-29 09:54:52,796
2024-01-29 09:56:59,798
2024-01-29 09:59:06,796
2024-01-29 10:01:13,795
2024-01-29 10:03:20,797
2024-01-29 10:05:27,802
2024-01-29 10:07:34,805
2024-01-29 10:09:42,814
2024-01-29 10:11:49,802
2024-01-29 10:13:56,781
2024-01-29 10:16:03,781
2024-01-29 10:18:10,852
2024-01-29 10:20:17,833
2024-01-29 10:22:24,778
2024-01-29 10:24:31,765
2024-01-29 10:26:38,780
2024-01-29 10:28:45,790
2024-01-29 10:30:52,797
2024-01-29 10:32:59,786
2024-01-29 10:35:06,784
2024-01-29 10:37:13,785
2024-01-29 10:39:20,783
2024-01-29 10:41:27,784
2024-01-29 10:43:34,794
2024-01-29 10:45:41,794
2024-01-29 10:47:48,799
2024-01-29 10:49:55,792
2024-01-29 10:52:02,795
2024-01-29 10:54:09,791
2024-01-29 10:56:16,790
2024-01-29 10:58:23,796
2024-01-29 11:00:30,795
2024-01-29 11:02:37,792
2024-01-29 11:04:44,789
2024-01-29 11:06:51,788
2024-01-29 11:08:58,787
2024-01-29 11:11:05,789
2024-01-29 11:13:12,785
2024-01-29 11:15:19,781
2024-01-29 11:17:26,790
2024-01-29 11:19:33,790
2024-01-29 11:21:41,790
2024-01-29 11:23:48,789
2024-01-29 11:25:55,787
2024-01-29 11:28:02,784
2024-01-29 11:30:09,783
2024-01-29 11:32:16,784
2024-01-29 11:34:23,785
2024-01-29 11:38:37,782
2024-01-29 11:40:44,786
2024-01-29 11:42:51,799
2024-01-29 11:44:58,810
2024-01-29 11:47:05,795
2024-01-29 11:49:12,786
2024-01-29 11:51:19,794
2024-01-29 11:53:26,849
2024-01-29 11:55:33,894
2024-01-29 11:57:40,882
2024-01-29 11:59:47,894
2024-01-29 12:01:54,992
2024-01-29 12:04:01,841
2024-01-29 12:06:08,777
2024-01-29 12:08:13,772
2024-01-29 12:10:20,776
2024-01-29 12:12:27,774
2024-01-29 12:14:34,777
2024-01-29 12:16:41,785
2024-01-29 12:18:48,785
2024-01-29 12:20:55,802
2024-01-29 12:23:02,808
2024-01-29 12:25:10,807
2024-01-29 12:27:17,802
2024-01-29 12:29:24,809
2024-01-29 12:31:31,855
2024-01-29 12:33:38,865
2024-01-29 12:35:45,881
2024-01-29 12:37:52,856
2024-01-29 12:39:59,839
2024-01-29 12:42:06,835
2024-01-29 12:44:13,837
2024-01-29 12:46:20,825
2024-01-29 12:48:27,824
2024-01-29 12:50:34,832
2024-01-29 12:52:41,831
2024-01-29 12:54:48,828
2024-01-29 12:56:55,822
2024-01-29 12:59:02,818
2024-01-29 13:01:09,816
2024-01-29 13:03:16,821
2024-01-29 13:05:23,820
2024-01-29 13:07:30,821
2024-01-29 13:09:37,820
2024-01-29 13:11:44,821
2024-01-29 13:13:51,821
2024-01-29 13:15:58,816
2024-01-29 13:18:05,816
2024-01-29 13:20:12,812
2024-01-29 13:22:19,809
2024-01-29 13:24:26,808
2024-01-29 13:26:33,808
2024-01-29 13:28:40,815
2024-01-29 13:30:47,816
2024-01-29 13:32:54,813
2024-01-29 13:35:01,807
2024-01-29 13:37:09,810
2024-01-29 13:39:16,809
2024-01-29 13:41:23,858
2024-01-29 13:43:30,881
2024-01-29 13:45:37,951
2024-01-29 13:47:44,950
2024-01-29 13:49:51,938
2024-01-29 13:51:58,986
2024-01-29 13:54:05,1004
2024-01-29 13:56:12,1010
2024-01-29 13:58:19,1014
2024-01-29 14:00:26,1024
2024-01-29 14:02:33,1040
2024-01-29 14:04:40,1058
2024-01-29 14:06:47,1079
2024-01-29 14:08:54,1075
2024-01-29 14:11:01,1065
2024-01-29 14:13:08,1063
2024-01-29 14:15:15,1066
2024-01-29 14:17:22,1065
2024-01-29 14:19:29,1036
2024-01-29 14:21:36,968
2024-01-29 14:23:43,925
2024-01-29 14:25:50,922
2024-01-29 14:27:57,930
2024-01-29 14:30:04,937
2024-01-29 14:32:11,937
2024-01-29 14:34:18,930
2024-01-29 14:36:25,928
2024-01-29 14:38:32,930
2024-01-29 14:40:39,924
2024-01-29 14:42:46,919
2024-01-29 14:44:53,922
2024-01-29 14:47:00,916
2024-01-29 14:49:08,912
2024-01-29 14:51:15,919
2024-01-29 14:53:22,921
2024-01-29 14:55:29,921
2024-01-29 14:57:36,910
2024-01-29 14:59:43,906
2024-01-29 15:01:50,905
2024-01-29 15:03:57,914
2024-01-29 15:06:04,910
2024-01-29 15:08:11,903
2024-01-29 15:10:18,902
2024-01-29 15:12:25,899
2024-01-29 15:14:32,897
2024-01-29 15:16:39,896
2024-01-29 15:18:46,898
2024-01-29 15:20:53,887
2024-01-29 15:23:00,884
2024-01-29 15:25:07,881
2024-01-29 15:27:14,871
2024-01-29 15:29:21,864
2024-01-29 15:31:28,871
2024-01-29 15:33:35,898
2024-01-29 15:35:42,901
2024-01-29 15:37:49,920
2024-01-29 15:39:56,936
2024-01-29 15:42:03,942
2024-01-29 15:44:10,949
2024-01-29 15:46:17,950
2024-01-29 15:48:24,955
2024-01-29 15:50:31,954
2024-01-29 15:52:38,952
2024-01-29 15:54:45,954
2024-01-29 15:56:52,946
2024-01-29 15:58:59,950
2024-01-29 16:01:07,946
2024-01-29 16:03:14,953
2024-01-29 16:05:21,952
2024-01-29 16:07:28,955
2024-01-29 16:09:35,958
2024-01-29 16:11:42,960
2024-01-29 16:13:49,960
2024-01-29 16:15:56,957
2024-01-29 16:18:03,955
2024-01-29 16:20:10,957
2024-01-29 16:22:17,957
2024-01-29 16:24:24,961
2024-01-29 16:26:31,953
2024-01-29 16:28:38,884
2024-01-29 16:30:45,862
2024-01-29 16:32:52,860
2024-01-29 16:34:59,852
2024-01-29 16:37:06,849
2024-01-29 16:39:13,848
2024-01-29 16:41:20,847
2024-01-29 16:43:27,851
2024-01-29 16:45:34,854
2024-01-29 16:47:41,859
2024-01-29 16:49:48,875
2024-01-29 16:51:55,913
2024-01-29 16:54:02,947
2024-01-29 16:56:09,959
2024-01-29 16:58:16,961
2024-01-29 17:00:23,922
2024-01-29 17:02:30,916
2024-01-29 17:04:37,871
2024-01-29 17:06:44,869
2024-01-29 17:08:51,881
2024-01-29 17:10:58,896
2024-01-29 17:13:06,907
2024-01-29 17:15:13,906
2024-01-29 17:17:20,904
2024-01-29 17:19:27,901
2024-01-29 17:21:34,897
2024-01-29 17:23:41,894
2024-01-29 17:25:48,892
2024-01-29 17:27:55,889
2024-01-29 17:30:02,887
2024-01-29 17:32:09,886
2024-01-29 17:34:16,884
2024-01-29 17:36:23,885
2024-01-29 17:38:30,883
2024-01-29 17:40:37,889
2024-01-29 17:42:44,880
2024-01-29 17:44:51,879
2024-01-29 17:46:58,878
2024-01-29 17:49:05,878
2024-01-29 17:51:12,883
2024-01-29 17:53:19,884
2024-01-29 17:55:26,884
2024-01-29 17:57:33,888
2024-01-29 17:59:40,884
2024-01-29 18:01:47,884
2024-01-29 18:03:54,886
2024-01-29 18:06:01,886
2024-01-29 18:08:08,886
2024-01-29 18:10:15,888
2024-01-29 18:12:22,883
2024-01-29 18:16:36,874
2024-01-29 18:18:43,863
2024-01-29 18:20:50,860
2024-01-29 18:22:57,848
2024-01-29 18:25:05,842
2024-01-29 18:27:12,947
2024-01-29 18:29:19,1146
2024-01-29 18:31:26,1240
2024-01-29 18:33:33,1387
2024-01-29 18:37:47,1603
2024-01-29 18:39:54,1743
2024-01-29 18:42:01,1725
2024-01-29 18:44:08,1654
2024-01-29 18:46:15,1639
2024-01-29 18:48:22,1600
2024-01-29 18:50:29,1582
2024-01-29 18:52:36,1563
2024-01-29 18:54:43,1557
2024-01-29 18:56:50,1543
2024-01-29 18:58:57,1538
2024-01-29 19:01:04,1524
2024-01-29 19:03:11,1508
2024-01-29 19:05:18,1501
2024-01-29 19:09:32,1470
2024-01-29 19:11:39,1419
2024-01-29 19:13:44,1476
2024-01-29 19:15:51,1482
2024-01-29 19:17:58,1491
2024-01-29 19:22:12,1487
2024-01-29 19:24:19,1444
2024-01-29 19:26:26,1356
2024-01-29 19:28:33,1270
2024-01-29 19:32:48,1290
2024-01-29 19:34:55,1301
2024-01-29 19:37:02,1300
2024-01-29 19:39:09,1311
2024-01-29 19:41:16,1323
2024-01-29 19:43:23,1319
2024-01-29 19:45:30,1321
2024-01-29 19:47:37,1328
2024-01-29 19:49:44,1348
2024-01-29 19:51:51,1352
2024-01-29 19:53:58,1354
2024-01-29 19:56:05,1362
2024-01-29 19:58:12,1350
2024-01-29 20:00:19,1387
2024-01-29 20:02:26,1384
2024-01-29 20:04:33,1418
2024-01-29 20:06:40,1427
2024-01-29 20:08:47,1422
2024-01-29 20:13:01,1295
2024-01-29 20:15:08,1213
2024-01-29 20:17:15,1211
2024-01-29 20:19:22,1205
2024-01-29 20:21:29,1234
2024-01-29 20:23:36,1247
2024-01-29 20:25:43,1262
2024-01-29 20:27:50,1269
2024-01-29 20:29:57,1265
2024-01-29 20:34:11,1270
2024-01-29 20:36:18,1271
2024-01-29 20:40:32,1260
2024-01-29 20:42:40,1260
2024-01-29 20:44:47,1263
2024-01-29 20:46:54,1266
2024-01-29 20:49:01,1265
2024-01-29 20:55:22,1249
2024-01-29 20:57:29,1247
2024-01-29 20:59:36,1247
2024-01-29 21:01:43,1248
2024-01-29 21:05:57,1250
2024-01-29 21:08:04,1247
2024-01-29 21:12:18,1230
2024-01-29 21:18:39,1220
2024-01-29 21:22:53,1218
2024-01-29 21:27:07,1221
2024-01-29 21:29:14,1223
2024-01-29 21:37:42,1209
2024-01-29 21:39:49,1197
2024-01-29 21:41:56,1196
2024-01-29 21:48:17,1192
2024-01-29 21:50:24,1198
2024-01-29 21:54:39,1194
2024-01-29 21:56:46,1207
2024-01-29 21:58:53,1214
2024-01-29 22:01:00,1214
2024-01-29 22:05:14,1216
2024-01-29 22:07:21,1214
2024-01-29 22:09:28,1207
2024-01-29 22:11:35,1206
2024-01-29 22:13:42,1202
2024-01-29 22:17:56,1193
2024-01-29 22:20:03,1186
2024-01-29 22:22:10,1184
2024-01-29 22:28:31,1177
2024-01-29 22:30:38,1171
2024-01-29 22:32:45,1169
2024-01-29 22:43:20,1135
2024-01-29 22:45:27,1133
2024-01-29 22:47:34,1131
2024-01-29 22:51:48,1145
2024-01-29 22:53:55,1152
2024-01-29 22:56:02,1153
2024-01-29 23:00:16,1149
2024-01-29 23:02:23,1142
2024-01-29 23:04:30,1134
2024-01-29 23:10:52,1121
2024-01-29 23:12:59,1115
2024-01-29 23:15:06,1110
2024-01-29 23:17:13,1112
2024-01-29 23:19:20,1112
2024-01-29 23:21:27,1110
2024-01-29 23:23:34,1107
2024-01-29 23:25:41,1100
2024-01-29 23:29:55,1100
2024-01-29 23:36:16,1099
2024-01-29 23:38:23,1100
2024-01-29 23:40:30,1103
2024-01-29 23:48:58,1108
2024-01-29 23:51:05,1108
2024-01-29 23:53:12,1114
2024-01-29 23:59:33,1115
2024-01-30 00:01:40,1105
2024-01-30 00:03:47,1100
2024-01-30 00:08:01,1096
2024-01-30 00:10:08,1095
2024-01-30 00:12:15,1093
2024-01-30 00:18:37,1083
2024-01-30 00:20:44,1079
2024-01-30 00:22:51,1080
2024-01-30 00:27:05,1078
2024-01-30 00:29:12,1077
2024-01-30 00:31:19,1077
2024-01-30 00:33:26,1077
2024-01-30 00:35:33,1076
2024-01-30 00:37:40,1082
2024-01-30 00:39:47,1071
2024-01-30 00:44:01,1063
2024-01-30 00:56:43,1056
2024-01-30 00:58:50,1064
2024-01-30 01:00:57,1064
2024-01-30 01:03:04,1066
2024-01-30 01:05:11,1069
2024-01-30 01:07:18,1072
2024-01-30 01:09:25,1080
2024-01-30 01:11:32,1058
2024-01-30 01:13:39,1067
2024-01-30 01:22:07,1100
2024-01-30 01:24:14,1099
2024-01-30 01:26:21,1099
2024-01-30 01:28:29,1096
2024-01-30 01:30:36,1097
2024-01-30 01:32:43,1095
2024-01-30 01:34:50,1093
2024-01-30 01:39:04,1079
2024-01-30 01:41:11,1077
2024-01-30 01:45:25,1067
2024-01-30 01:47:32,1068
2024-01-30 01:53:53,1066
2024-01-30 01:56:00,1065
2024-01-30 01:58:07,1066
2024-01-30 02:00:14,1061
2024-01-30 02:02:21,1058
2024-01-30 02:04:28,1054
2024-01-30 02:10:49,1031
2024-01-30 02:12:56,1025
2024-01-30 02:17:10,1017
2024-01-30 02:19:15,1019
2024-01-30 02:21:22,1020
2024-01-30 02:25:36,1014
2024-01-30 02:27:43,1010
2024-01-30 02:29:50,1006
2024-01-30 02:31:57,1006
2024-01-30 02:34:05,1005
2024-01-30 02:36:12,1006
2024-01-30 02:38:19,998
2024-01-30 02:40:26,994
2024-01-30 02:42:33,995
2024-01-30 02:44:40,991
2024-01-30 02:48:54,992
2024-01-30 02:51:01,982
2024-01-30 02:53:08,974
2024-01-30 02:59:29,965
2024-01-30 03:01:36,964
2024-01-30 03:03:43,963
2024-01-30 03:07:57,955
2024-01-30 03:10:04,957
2024-01-30 03:12:11,946
2024-01-30 03:14:18,944
2024-01-30 03:16:25,941
2024-01-30 03:18:32,938
2024-01-30 03:22:46,934
2024-01-30 03:24:53,933
2024-01-30 03:27:00,941
2024-01-30 03:29:07,940
2024-01-30 03:31:14,936
2024-01-30 03:35:28,928
2024-01-30 03:37:35,925
2024-01-30 03:39:42,920
2024-01-30 03:41:49,914
2024-01-30 03:43:56,916
2024-01-30 03:48:11,904
2024-01-30 03:50:18,904
2024-01-30 03:52:25,906
2024-01-30 04:00:53,900
2024-01-30 04:03:00,896
2024-01-30 04:05:07,894
2024-01-30 04:07:14,894
2024-01-30 04:11:28,895
2024-01-30 04:13:35,887
2024-01-30 04:17:49,887
2024-01-30 04:24:10,883
2024-01-30 04:26:17,883
2024-01-30 04:32:38,869
2024-01-30 04:36:52,861
2024-01-30 04:38:59,862
2024-01-30 04:43:13,859
2024-01-30 04:45:20,861
2024-01-30 04:47:27,862
2024-01-30 04:51:41,881
2024-01-30 04:58:03,877
2024-01-30 05:00:10,873
2024-01-30 05:02:17,856
2024-01-30 05:08:38,857
2024-01-30 05:10:45,855
2024-01-30 05:12:52,851
2024-01-30 05:14:59,852
2024-01-30 05:17:06,851
2024-01-30 05:19:13,848
2024-01-30 05:21:20,852
2024-01-30 05:25:34,849
2024-01-30 05:27:41,850
2024-01-30 05:29:48,849
2024-01-30 05:31:55,847
2024-01-30 05:34:02,849
2024-01-30 05:36:09,851
2024-01-30 05:40:23,845
2024-01-30 05:42:30,847
2024-01-30 05:44:37,845
2024-01-30 05:46:44,845
2024-01-30 05:48:51,851
2024-01-30 05:53:05,842
2024-01-30 05:55:12,848
2024-01-30 06:01:33,863
2024-01-30 06:03:40,861
2024-01-30 06:05:47,863
2024-01-30 06:10:02,854
2024-01-30 06:14:16,849
2024-01-30 06:16:23,840
2024-01-30 06:22:44,833
2024-01-30 06:24:51,842
2024-01-30 06:26:58,837
2024-01-30 06:29:05,836
2024-01-30 06:35:26,825
2024-01-30 06:37:33,826
2024-01-30 06:39:40,821
2024-01-30 06:43:54,813
2024-01-30 06:46:01,819
2024-01-30 06:48:08,817
2024-01-30 06:50:15,819
2024-01-30 06:54:29,816
2024-01-30 06:58:43,819
2024-01-30 07:02:57,827
2024-01-30 07:05:04,824
2024-01-30 07:07:11,823
2024-01-30 07:11:25,823
2024-01-30 07:17:46,819
2024-01-30 07:22:01,820
2024-01-30 07:24:08,820
2024-01-30 07:26:15,824
